Category,Subcategory,Detail,Activity,Description,Unit,EmissionFactor
Delivery vehicles,Vans,Average (up to 3.5 tonnes),,Unknown,miles,0.40926
Delivery vehicles,Vans,Average (up to 3.5 tonnes),,Plug-in Hybrid Electric Vehicle,miles,0.2101
Delivery vehicles,Vans,Average (up to 3.5 tonnes),,Battery Electric Vehicle,miles,0.0
Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,km,0.46138
Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,km,0.50103
Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,km,0.54068
Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,km,0.49548
Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,miles,0.74251
Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,miles,0.80632
Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,miles,0.87012
Delivery vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,miles,0.79738
Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,km,0.55061
Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,km,0.62832
Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,km,0.70603
Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,km,0.60501
Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,miles,0.88612
Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,miles,1.01119
Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,miles,1.13625
Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,miles,0.97367
Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,0% Laden,km,0.774
Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,50% Laden,km,0.94152
Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,100% Laden,km,1.10905
Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,Average laden,km,0.99156
Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,0% Laden,miles,1.24562
Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,50% Laden,miles,1.51523
Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,100% Laden,miles,1.78484
Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,Average laden,miles,1.59575
Delivery vehicles,HGV (all diesel),All rigids,,0% Laden,km,0.67912
Delivery vehicles,HGV (all diesel),All rigids,,50% Laden,km,0.80803
Delivery vehicles,HGV (all diesel),All rigids,,100% Laden,km,0.93695
Delivery vehicles,HGV (all diesel),All rigids,,Average laden,km,0.83751
Delivery vehicles,HGV (all diesel),All rigids,,0% Laden,miles,1.09292
Delivery vehicles,HGV (all diesel),All rigids,,50% Laden,miles,1.3004
Delivery vehicles,HGV (all diesel),All rigids,,100% Laden,miles,1.50787
Delivery vehicles,HGV (all diesel),All rigids,,Average laden,miles,1.34783
Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,0% Laden,km,0.62775
Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,50% Laden,km,0.78163
Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,100% Laden,km,0.93552
Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,Average laden,km,0.78471
Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,0% Laden,miles,1.01024
Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,50% Laden,miles,1.25789
Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,100% Laden,miles,1.50555
Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,Average laden,miles,1.26285
Delivery vehicles,HGV (all diesel),Articulated (>33t),,0% Laden,km,0.64734
Delivery vehicles,HGV (all diesel),Articulated (>33t),,50% Laden,km,0.85827
Delivery vehicles,HGV (all diesel),Articulated (>33t),,100% Laden,km,1.06921
Delivery vehicles,HGV (all diesel),Articulated (>33t),,Average laden,km,0.93421
Delivery vehicles,HGV (all diesel),Articulated (>33t),,0% Laden,miles,1.04178
Delivery vehicles,HGV (all diesel),Articulated (>33t),,50% Laden,miles,1.38125
Delivery vehicles,HGV (all diesel),Articulated (>33t),,100% Laden,miles,1.72072
Delivery vehicles,HGV (all diesel),Articulated (>33t),,Average laden,miles,1.50346
Delivery vehicles,HGV (all diesel),All artics,,0% Laden,km,0.64659
Delivery vehicles,HGV (all diesel),All artics,,50% Laden,km,0.85536
Delivery vehicles,HGV (all diesel),All artics,,100% Laden,km,1.06414
Delivery vehicles,HGV (all diesel),All artics,,Average laden,km,0.92854
Delivery vehicles,HGV (all diesel),All artics,,0% Laden,miles,1.04057
Delivery vehicles,HGV (all diesel),All artics,,50% Laden,miles,1.37656
Delivery vehicles,HGV (all diesel),All artics,,100% Laden,miles,1.71255
Delivery vehicles,HGV (all diesel),All artics,,Average laden,miles,1.49432
Delivery vehicles,HGV (all diesel),All HGVs,,0% Laden,km,0.65975
Delivery vehicles,HGV (all diesel),All HGVs,,50% Laden,km,0.83589
Delivery vehicles,HGV (all diesel),All HGVs,,100% Laden,km,1.01203
Delivery vehicles,HGV (all diesel),All HGVs,,Average laden,km,0.89121
Delivery vehicles,HGV (all diesel),All HGVs,,0% Laden,miles,1.06176
Delivery vehicles,HGV (all diesel),All HGVs,,50% Laden,miles,1.34523
Delivery vehicles,HGV (all diesel),All HGVs,,100% Laden,miles,1.6287
Delivery vehicles,HGV (all diesel),All HGVs,,Average laden,miles,1.43425
Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,km,0.54937
Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,km,0.59667
Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,km,0.64397
Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,km,0.59005
Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,miles,0.88412
Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,miles,0.96024
Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,miles,1.03637
Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,miles,0.94959
Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,km,0.65559
Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,km,0.7483
Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,km,0.84101
Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,km,0.72049
Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,miles,1.05508
Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,miles,1.20428
Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,miles,1.35348
Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,miles,1.15952
Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,0% Laden,km,0.92128
Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,50% Laden,km,1.12114
Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,100% Laden,km,1.321
Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,Average laden,km,1.18083
Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,0% Laden,miles,1.48266
Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,50% Laden,miles,1.8043
Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,100% Laden,miles,2.12594
Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,Average laden,miles,1.90036
Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,0% Laden,km,0.80843
Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,50% Laden,km,0.96223
Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,100% Laden,km,1.11603
Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,Average laden,km,0.99739
Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,0% Laden,miles,1.30103
Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,50% Laden,miles,1.54855
Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,100% Laden,miles,1.79606
Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,Average laden,miles,1.60513
Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,0% Laden,km,0.72566
Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,50% Laden,km,0.90403
Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,100% Laden,km,1.08239
Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,Average laden,km,0.90759
Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,0% Laden,miles,1.16782
Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,50% Laden,miles,1.45487
Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,100% Laden,miles,1.74192
Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,Average laden,miles,1.46061
Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,0% Laden,km,0.748
Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,50% Laden,km,0.99249
Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,100% Laden,km,1.23699
Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,Average laden,km,1.08051
Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,0% Laden,miles,1.20378
Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,50% Laden,miles,1.59725
Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,100% Laden,miles,1.99073
Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,Average laden,miles,1.7389
Delivery vehicles,HGVs refrigerated (all diesel),All artics,,0% Laden,km,0.74715
Delivery vehicles,HGVs refrigerated (all diesel),All artics,,50% Laden,km,0.98913
Delivery vehicles,HGVs refrigerated (all diesel),All artics,,100% Laden,km,1.23112
Delivery vehicles,HGVs refrigerated (all diesel),All artics,,Average laden,km,1.07395
Delivery vehicles,HGVs refrigerated (all diesel),All artics,,0% Laden,miles,1.20241
Delivery vehicles,HGVs refrigerated (all diesel),All artics,,50% Laden,miles,1.59184
Delivery vehicles,HGVs refrigerated (all diesel),All artics,,100% Laden,miles,1.98128
Delivery vehicles,HGVs refrigerated (all diesel),All artics,,Average laden,miles,1.72834
Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,,0% Laden,km,0.77175
Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,,50% Laden,km,0.97835
Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,,100% Laden,km,1.18495
Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,,Average laden,km,1.04323
Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,,0% Laden,miles,1.242
Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,,50% Laden,miles,1.5745
Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,,100% Laden,miles,1.90699
Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,,Average laden,miles,1.67891
UK electricity,Electricity generated,Electricity: UK,kWh,,kWh,0.177
UK electricity for EVs,Cars (by market segment),Mini,,Battery Electric Vehicle,km,0.03005
UK electricity for EVs,Cars (by market segment),Mini,,Battery Electric Vehicle,miles,0.04836
UK electricity for EVs,Cars (by market segment),Supermini,,Plug-in Hybrid Electric Vehicle,km,0.02408
UK electricity for EVs,Cars (by market segment),Supermini,,Battery Electric Vehicle,km,0.03419
UK electricity for EVs,Cars (by market segment),Supermini,,Plug-in Hybrid Electric Vehicle,miles,0.03877
UK electricity for EVs,Cars (by market segment),Supermini,,Battery Electric Vehicle,miles,0.05502
UK electricity for EVs,Cars (by market segment),Lower medium,,Plug-in Hybrid Electric Vehicle,km,0.009
UK electricity for EVs,Cars (by market segment),Lower medium,,Battery Electric Vehicle,km,0.03483
UK electricity for EVs,Cars (by market segment),Lower medium,,Plug-in Hybrid Electric Vehicle,miles,0.01448
UK electricity for EVs,Cars (by market segment),Lower medium,,Battery Electric Vehicle,miles,0.05606
UK electricity for EVs,Cars (by market segment),Upper medium,,Plug-in Hybrid Electric Vehicle,km,0.00964
UK electricity for EVs,Cars (by market segment),Upper medium,,Battery Electric Vehicle,km,0.03781
UK electricity for EVs,Cars (by market segment),Upper medium,,Plug-in Hybrid Electric Vehicle,miles,0.01553
UK electricity for EVs,Cars (by market segment),Upper medium,,Battery Electric Vehicle,miles,0.06086
UK electricity for EVs,Cars (by market segment),Executive,,Plug-in Hybrid Electric Vehicle,km,0.00793
UK electricity for EVs,Cars (by market segment),Executive,,Battery Electric Vehicle,km,0.03351
UK electricity for EVs,Cars (by market segment),Executive,,Plug-in Hybrid Electric Vehicle,miles,0.01274
UK electricity for EVs,Cars (by market segment),Executive,,Battery Electric Vehicle,miles,0.05392
UK electricity for EVs,Cars (by market segment),Luxury,,Plug-in Hybrid Electric Vehicle,km,0.00924
UK electricity for EVs,Cars (by market segment),Luxury,,Battery Electric Vehicle,km,0.04438
UK electricity for EVs,Cars (by market segment),Luxury,,Plug-in Hybrid Electric Vehicle,miles,0.01488
UK electricity for EVs,Cars (by market segment),Luxury,,Battery Electric Vehicle,miles,0.07141
UK electricity for EVs,Cars (by market segment),Sports,,Plug-in Hybrid Electric Vehicle,km,0.00675
UK electricity for EVs,Cars (by market segment),Sports,,Battery Electric Vehicle,km,0.05667
UK electricity for EVs,Cars (by market segment),Sports,,Plug-in Hybrid Electric Vehicle,miles,0.01085
UK electricity for EVs,Cars (by market segment),Sports,,Battery Electric Vehicle,miles,0.0912
UK electricity for EVs,Cars (by market segment),Dual purpose 4X4,,Plug-in Hybrid Electric Vehicle,km,0.01319
UK electricity for EVs,Cars (by market segment),Dual purpose 4X4,,Battery Electric Vehicle,km,0.03826
UK electricity for EVs,Cars (by market segment),Dual purpose 4X4,,Plug-in Hybrid Electric Vehicle,miles,0.02124
UK electricity for EVs,Cars (by market segment),Dual purpose 4X4,,Battery Electric Vehicle,miles,0.0616
UK electricity for EVs,Cars (by market segment),MPV,,Plug-in Hybrid Electric Vehicle,km,0.01674
UK electricity for EVs,Cars (by market segment),MPV,,Battery Electric Vehicle,km,0.04709
UK electricity for EVs,Cars (by market segment),MPV,,Plug-in Hybrid Electric Vehicle,miles,0.02695
UK electricity for EVs,Cars (by market segment),MPV,,Battery Electric Vehicle,miles,0.07578
UK electricity for EVs,Cars (by size),Small car,,Plug-in Hybrid Electric Vehicle,km,0.02408
UK electricity for EVs,Cars (by size),Small car,,Battery Electric Vehicle,km,0.03339
UK electricity for EVs,Cars (by size),Small car,,Plug-in Hybrid Electric Vehicle,miles,0.03877
UK electricity for EVs,Cars (by size),Small car,,Battery Electric Vehicle,miles,0.05372
UK electricity for EVs,Cars (by size),Medium car,,Plug-in Hybrid Electric Vehicle,km,0.00931
UK electricity for EVs,Cars (by size),Medium car,,Battery Electric Vehicle,km,0.03513
UK electricity for EVs,Cars (by size),Medium car,,Plug-in Hybrid Electric Vehicle,miles,0.01499
UK electricity for EVs,Cars (by size),Medium car,,Battery Electric Vehicle,miles,0.05654
UK electricity for EVs,Cars (by size),Large car,,Plug-in Hybrid Electric Vehicle,km,0.01266
UK electricity for EVs,Cars (by size),Large car,,Battery Electric Vehicle,km,0.03807
UK electricity for EVs,Cars (by size),Large car,,Plug-in Hybrid Electric Vehicle,miles,0.02037
UK electricity for EVs,Cars (by size),Large car,,Battery Electric Vehicle,miles,0.06127
UK electricity for EVs,Cars (by size),Average car,,Plug-in Hybrid Electric Vehicle,km,0.01171
UK electricity for EVs,Cars (by size),Average car,,Battery Electric Vehicle,km,0.03663
UK electricity for EVs,Cars (by size),Average car,,Plug-in Hybrid Electric Vehicle,miles,0.01885
UK electricity for EVs,Cars (by size),Average car,,Battery Electric Vehicle,miles,0.05894
UK electricity for EVs,Vans,Class I (up to 1.305 tonnes),,Battery Electric Vehicle,tonne.km,0.11293
UK electricity for EVs,Vans,Class I (up to 1.305 tonnes),,Battery Electric Vehicle,km,0.03438
UK electricity for EVs,Vans,Class I (up to 1.305 tonnes),,Battery Electric Vehicle,miles,0.05534
UK electricity for EVs,Vans,Class II (1.305 to 1.74 tonnes),,Battery Electric Vehicle,tonne.km,0.22553
UK electricity for EVs,Vans,Class II (1.305 to 1.74 tonnes),,Battery Electric Vehicle,km,0.05229
UK electricity for EVs,Vans,Class II (1.305 to 1.74 tonnes),,Battery Electric Vehicle,miles,0.08415
UK electricity for EVs,Vans,Class III (1.74 to 3.5 tonnes),,Plug-in Hybrid Electric Vehicle,tonne.km,0.03527
UK electricity for EVs,Vans,Class III (1.74 to 3.5 tonnes),,Battery Electric Vehicle,tonne.km,0.18574
UK electricity for EVs,Vans,Class III (1.74 to 3.5 tonnes),,Plug-in Hybrid Electric Vehicle,km,0.01392
UK electricity for EVs,Vans,Class III (1.74 to 3.5 tonnes),,Battery Electric Vehicle,km,0.06887
UK electricity for EVs,Vans,Class III (1.74 to 3.5 tonnes),,Plug-in Hybrid Electric Vehicle,miles,0.0224
UK electricity for EVs,Vans,Class III (1.74 to 3.5 tonnes),,Battery Electric Vehicle,miles,0.11085
UK electricity for EVs,Vans,Average (up to 3.5 tonnes),,Plug-in Hybrid Electric Vehicle,tonne.km,0.03527
UK electricity for EVs,Vans,Average (up to 3.5 tonnes),,Battery Electric Vehicle,tonne.km,0.19907
UK electricity for EVs,Vans,Average (up to 3.5 tonnes),,Plug-in Hybrid Electric Vehicle,km,0.01392
UK electricity for EVs,Vans,Average (up to 3.5 tonnes),,Battery Electric Vehicle,km,0.06315
UK electricity for EVs,Vans,Average (up to 3.5 tonnes),,Plug-in Hybrid Electric Vehicle,miles,0.0224
UK electricity for EVs,Vans,Average (up to 3.5 tonnes),,Battery Electric Vehicle,miles,0.10162
Heat and steam,Heat and steam,Onsite heat and steam,kWh,,kWh,0.17529
Heat and steam,Heat and steam,District heat and steam,kWh,,kWh,0.17529
WTT- fuels,Gaseous fuels,Butane,,,tonnes,344.30947
WTT- fuels,Gaseous fuels,Butane,,,litres,0.19765
WTT- fuels,Gaseous fuels,Butane,,,kWh (Net CV),0.02736
WTT- fuels,Gaseous fuels,Butane,,,kWh (Gross CV),0.02524
WTT- fuels,Gaseous fuels,CNG,,,tonnes,530.77887
WTT- fuels,Gaseous fuels,CNG,,,litres,0.09289
WTT- fuels,Gaseous fuels,CNG,,,kWh (Net CV),0.04198
WTT- fuels,Gaseous fuels,CNG,,,kWh (Gross CV),0.03789
WTT- fuels,Gaseous fuels,LNG,,,tonnes,912.22817
WTT- fuels,Gaseous fuels,LNG,,,litres,0.41277
WTT- fuels,Gaseous fuels,LNG,,,kWh (Net CV),0.07214
WTT- fuels,Gaseous fuels,LNG,,,kWh (Gross CV),0.06512
WTT- fuels,Gaseous fuels,LPG,,,tonnes,349.29282
WTT- fuels,Gaseous fuels,LPG,,,litres,0.18551
WTT- fuels,Gaseous fuels,LPG,,,kWh (Net CV),0.02736
WTT- fuels,Gaseous fuels,LPG,,,kWh (Gross CV),0.02548
WTT- fuels,Gaseous fuels,Natural gas,,,tonnes,423.16368
WTT- fuels,Gaseous fuels,Natural gas,,,cubic metres,0.3366
WTT- fuels,Gaseous fuels,Natural gas,,,kWh (Net CV),0.03347
WTT- fuels,Gaseous fuels,Natural gas,,,kWh (Gross CV),0.03021
WTT- fuels,Gaseous fuels,Natural gas (100% mineral blend),,,tonnes,423.16368
WTT- fuels,Gaseous fuels,Natural gas (100% mineral blend),,,cubic metres,0.3366
WTT- fuels,Gaseous fuels,Natural gas (100% mineral blend),,,kWh (Net CV),0.03347
WTT- fuels,Gaseous fuels,Natural gas (100% mineral blend),,,kWh (Gross CV),0.03021
WTT- fuels,Gaseous fuels,Other petroleum gas,,,tonnes,302.95197
WTT- fuels,Gaseous fuels,Other petroleum gas,,,litres,0.11097
WTT- fuels,Gaseous fuels,Other petroleum gas,,,kWh (Net CV),0.0234
WTT- fuels,Gaseous fuels,Other petroleum gas,,,kWh (Gross CV),0.02153
WTT- fuels,Gaseous fuels,Propane,,,tonnes,352.67018
WTT- fuels,Gaseous fuels,Propane,,,litres,0.1817
WTT- fuels,Gaseous fuels,Propane,,,kWh (Net CV),0.02736
WTT- fuels,Gaseous fuels,Propane,,,kWh (Gross CV),0.02519
WTT- fuels,Liquid fuels,Aviation spirit,,,tonnes,813.26357
WTT- fuels,Liquid fuels,Aviation spirit,,,litres,0.61425
WTT- fuels,Liquid fuels,Aviation spirit,,,kWh (Net CV),0.06582
WTT- fuels,Liquid fuels,Aviation spirit,,,kWh (Gross CV),0.06253
WTT- fuels,Liquid fuels,Aviation turbine fuel,,,tonnes,661.79468
WTT- fuels,Liquid fuels,Aviation turbine fuel,,,litres,0.52817
WTT- fuels,Liquid fuels,Aviation turbine fuel,,,kWh (Net CV),0.05424
WTT- fuels,Liquid fuels,Aviation turbine fuel,,,kWh (Gross CV),0.05153
WTT- fuels,Liquid fuels,Burning oil,,,tonnes,660.82605
WTT- fuels,Liquid fuels,Burning oil,,,litres,0.53078
WTT- fuels,Liquid fuels,Burning oil,,,kWh (Net CV),0.05424
WTT- fuels,Liquid fuels,Burning oil,,,kWh (Gross CV),0.05153
WTT- fuels,Liquid fuels,Diesel (average biofuel blend),,,tonnes,733.64436
WTT- fuels,Liquid fuels,Diesel (average biofuel blend),,,litres,0.61101
WTT- fuels,Liquid fuels,Diesel (average biofuel blend),,,kWh (Net CV),0.06181
WTT- fuels,Liquid fuels,Diesel (average biofuel blend),,,kWh (Gross CV),0.05816
WTT- fuels,Liquid fuels,Diesel (100% mineral diesel),,,tonnes,752.0276
WTT- fuels,Liquid fuels,Diesel (100% mineral diesel),,,litres,0.62409
WTT- fuels,Liquid fuels,Diesel (100% mineral diesel),,,kWh (Net CV),0.06291
WTT- fuels,Liquid fuels,Diesel (100% mineral diesel),,,kWh (Gross CV),0.05913
WTT- fuels,Liquid fuels,Fuel oil,,,tonnes,714.86545
WTT- fuels,Liquid fuels,Fuel oil,,,litres,0.69539
WTT- fuels,Liquid fuels,Fuel oil,,,kWh (Net CV),0.06291
WTT- fuels,Liquid fuels,Fuel oil,,,kWh (Gross CV),0.05913
WTT- fuels,Liquid fuels,Gas oil,,,tonnes,743.83524
WTT- fuels,Liquid fuels,Gas oil,,,litres,0.62665
WTT- fuels,Liquid fuels,Gas oil,,,kWh (Net CV),0.06291
WTT- fuels,Liquid fuels,Gas oil,,,kWh (Gross CV),0.05913
WTT- fuels,Liquid fuels,Lubricants,,,tonnes,1116.83712
WTT- fuels,Liquid fuels,Lubricants,,,kWh (Net CV),0.09828
WTT- fuels,Liquid fuels,Lubricants,,,kWh (Gross CV),0.09238
WTT- fuels,Liquid fuels,Naphtha,,,tonnes,640.41464
WTT- fuels,Liquid fuels,Naphtha,,,kWh (Net CV),0.05076
WTT- fuels,Liquid fuels,Naphtha,,,kWh (Gross CV),0.04822
WTT- fuels,Liquid fuels,Petrol (average biofuel blend),,,tonnes,777.33392
WTT- fuels,Liquid fuels,Petrol (average biofuel blend),,,litres,0.58094
WTT- fuels,Liquid fuels,Petrol (average biofuel blend),,,kWh (Net CV),0.0648
WTT- fuels,Liquid fuels,Petrol (average biofuel blend),,,kWh (Gross CV),0.0614
WTT- fuels,Liquid fuels,Petrol (100% mineral petrol),,,tonnes,815.93523
WTT- fuels,Liquid fuels,Petrol (100% mineral petrol),,,litres,0.60664
WTT- fuels,Liquid fuels,Petrol (100% mineral petrol),,,kWh (Net CV),0.06582
WTT- fuels,Liquid fuels,Petrol (100% mineral petrol),,,kWh (Gross CV),0.06253
WTT- fuels,Liquid fuels,Processed fuel oils - residual oil,,,tonnes,1132.08149
WTT- fuels,Liquid fuels,Processed fuel oils - residual oil,,,litres,1.10125
WTT- fuels,Liquid fuels,Processed fuel oils - residual oil,,,kWh (Net CV),0.09962
WTT- fuels,Liquid fuels,Processed fuel oils - residual oil,,,kWh (Gross CV),0.09364
WTT- fuels,Liquid fuels,Processed fuel oils - distillate oil,,,tonnes,1123.49881
WTT- fuels,Liquid fuels,Processed fuel oils - distillate oil,,,litres,0.9465
WTT- fuels,Liquid fuels,Processed fuel oils - distillate oil,,,kWh (Net CV),0.09501
WTT- fuels,Liquid fuels,Processed fuel oils - distillate oil,,,kWh (Gross CV),0.08931
WTT- fuels,Liquid fuels,Refinery miscellaneous,,,tonnes,348.98258
WTT- fuels,Liquid fuels,Refinery miscellaneous,,,kWh (Net CV),0.03077
WTT- fuels,Liquid fuels,Refinery miscellaneous,,,kWh (Gross CV),0.02923
WTT- fuels,Liquid fuels,Waste oils,,,tonnes,1116.83712
WTT- fuels,Liquid fuels,Waste oils,,,kWh (Net CV),0.09526
WTT- fuels,Liquid fuels,Waste oils,,,kWh (Gross CV),0.08895
WTT- fuels,Liquid fuels,Marine gas oil,,,tonnes,743.83524
WTT- fuels,Liquid fuels,Marine gas oil,,,litres,0.62665
WTT- fuels,Liquid fuels,Marine gas oil,,,kWh (Net CV),0.06291
WTT- fuels,Liquid fuels,Marine gas oil,,,kWh (Gross CV),0.05913
WTT- fuels,Liquid fuels,Marine fuel oil,,,tonnes,714.86545
WTT- fuels,Liquid fuels,Marine fuel oil,,,litres,0.69539
WTT- fuels,Liquid fuels,Marine fuel oil,,,kWh (Net CV),0.06291
WTT- fuels,Liquid fuels,Marine fuel oil,,,kWh (Gross CV),0.05913
WTT- fuels,Solid fuels,Coal (industrial),,,tonnes,418.14964
WTT- fuels,Solid fuels,Coal (industrial),,,kWh (Net CV),0.05925
WTT- fuels,Solid fuels,Coal (industrial),,,kWh (Gross CV),0.05629
WTT- fuels,Solid fuels,Coal (electricity generation),,,tonnes,390.06647
WTT- fuels,Solid fuels,Coal (electricity generation),,,kWh (Net CV),0.05925
WTT- fuels,Solid fuels,Coal (electricity generation),,,kWh (Gross CV),0.05629
WTT- fuels,Solid fuels,Coal (domestic),,,tonnes,470.95724
WTT- fuels,Solid fuels,Coal (domestic),,,kWh (Net CV),0.05925
WTT- fuels,Solid fuels,Coal (domestic),,,kWh (Gross CV),0.05629
WTT- fuels,Solid fuels,Coking coal,,,tonnes,497.73658
WTT- fuels,Solid fuels,Coking coal,,,kWh (Net CV),0.05925
WTT- fuels,Solid fuels,Coking coal,,,kWh (Gross CV),0.05629
WTT- fuels,Solid fuels,Petroleum coke,,,tonnes,402.62468
WTT- fuels,Solid fuels,Petroleum coke,,,kWh (Net CV),0.04267
WTT- fuels,Solid fuels,Petroleum coke,,,kWh (Gross CV),0.04053
